,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PLAYER_ID,PLAYER_NAME,TimeFrame,PTS,AST,REB,PIE,SEASON_ID,ALL_STAR_APPEARANCES
0,1628415,Dillon,Brooks,Dillon Brooks,"Brooks, Dillon",D. Brooks,dillon-brooks,1996-01-22T00:00:00,Oregon,Canada,Oregon/Canada,6-7,225,4,24,Guard-Forward,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,dillon_brooks,2017,2021,N,Y,Y,2017,2,45,1628415,Dillon Brooks,2020-21,17.2,2.3,2.9,0.066,12017,
0,1628971,Bruce,Brown,Bruce Brown,"Brown, Bruce",B. Brown,bruce-brown,1996-08-15T00:00:00,Miami,USA,Miami/USA,6-4,202,3,1,Guard-Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,bruce_brown,2018,2021,Y,Y,Y,2018,2,42,1628971,Bruce Brown,2021-22,7.3,0.0,3.7,0.086,12018,
0,1627759,Jaylen,Brown,Jaylen Brown,"Brown, Jaylen",J. Brown,jaylen-brown,1996-10-24T00:00:00,California,USA,California/USA,6-6,223,5,7,Guard-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jaylen_brown,2016,2021,N,Y,Y,2016,1,3,1627759,Jaylen Brown,2021-22,28.3,3.0,7.3,0.138,12016,
0,1629650,Moses,Brown,Moses Brown,"Brown, Moses",M. Brown,moses-brown,1999-10-13T00:00:00,UCLA,USA,UCLA/USA,7-2,245,2,9,Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,moses_brown,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629650,Moses Brown,2021-22,3.0,0.0,0.0,0.171,12019,
0,1628425,Sterling,Brown,Sterling Brown,"Brown, Sterling",S. Brown,sterling-brown,1995-02-10T00:00:00,Southern Methodist,USA,Southern Methodist/USA,6-5,219,4,0,Guard-Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,sterling_brown,2017,2021,Y,Y,Y,2017,2,46,1628425,Sterling Brown,2021-22,1.0,0.3,3.0,-0.052,12017,
0,1629718,Charlie,Brown Jr.,Charlie Brown Jr.,"Brown Jr., Charlie",C. Brown Jr.,charlie-brown-jr,1997-02-02T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-6,199,2,44,Guard,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,charles_brown,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629718,Charlie Brown Jr.,career,3.2,0.6,1.1,,12019,0.0
0,1628972,Troy,Brown Jr.,Troy Brown Jr.,"Brown Jr., Troy",T. Brown Jr.,troy-brown-jr,1999-07-28T00:00:00,Oregon,USA,Oregon/USA,6-6,215,3,7,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,troy_brown_jr,2018,2021,Y,Y,Y,2018,1,15,1628972,Troy Brown Jr.,2021-22,4.5,0.5,1.0,0.033,12018,
0,1628973,Jalen,Brunson,Jalen Brunson,"Brunson, Jalen",J. Brunson,jalen-brunson,1996-08-31T00:00:00,Villanova,USA,Villanova/USA,6-1,190,3,13,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,jalen_brunson,2018,2021,N,Y,Y,2018,2,33,1628973,Jalen Brunson,2021-22,11.0,6.0,4.3,0.123,12018,
0,1628418,Thomas,Bryant,Thomas Bryant,"Bryant, Thomas",T. Bryant,thomas-bryant,1997-07-31T00:00:00,Indiana,USA,Indiana/USA,6-10,248,4,13,Center-Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,thomas_bryant,2017,2021,Y,Y,Y,2017,2,42,1628418,Thomas Bryant,2020-21,14.3,1.5,6.1,0.111,12017,
0,203493,Reggie,Bullock,Reggie Bullock,"Bullock, Reggie",R. Bullock,reggie-bullock,1991-03-16T00:00:00,North Carolina,USA,North Carolina/USA,6-6,205,8,25,Guard-Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,reggie_bullock,2013,2021,Y,Y,Y,2013,1,25,203493,Reggie Bullock,2021-22,6.7,0.3,2.7,0.082,12013,
0,203504,Trey,Burke,Trey Burke,"Burke, Trey",T. Burke,trey-burke,1992-11-12T00:00:00,Michigan,USA,Michigan/USA,6-0,185,8,3,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,trey_burke,2013,2021,Y,Y,Y,2013,1,9,203504,Trey Burke,2021-22,2.5,1.5,0.5,0.135,12013,
0,202692,Alec,Burks,Alec Burks,"Burks, Alec",A. Burks,alec-burks,1991-07-20T00:00:00,Colorado,USA,Colorado/USA,6-6,214,10,18,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,alec_burks,2011,2021,Y,Y,Y,2011,1,12,202692,Alec Burks,2021-22,8.5,2.5,3.0,0.112,12011,
0,1629126,Deonte,Burton,Deonte Burton,"Burton, Deonte",D. Burton,deonte-burton,1994-01-31T00:00:00,Iowa State,USA,Iowa State/USA,6-4,240,2,30,Guard-Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,deonte_burton,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629126,Deonte Burton,career,2.6,0.4,1.2,,12018,0.0
0,202710,Jimmy,Butler,Jimmy Butler,"Butler, Jimmy",J. Butler,jimmy-butler,1989-09-14T00:00:00,Marquette,USA,Marquette/USA,6-7,230,10,22,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,jimmy_butler,2011,2021,N,Y,Y,2011,1,30,202710,Jimmy Butler,2021-22,25.3,4.7,4.3,0.221,12011,
0,203998,Bruno,Caboclo,Bruno Caboclo,"Caboclo, Bruno",B. Caboclo,bruno-caboclo,1995-09-21T00:00:00,,Brazil,Pinheiros/Brazil,6-9,218,6,,Forward,Inactive,N,0,,,,,bruno_caboclo,2014,2020,Y,Y,Y,2014,1,20,203998,Bruno Caboclo,career,4.2,0.7,2.6,,12014,0.0
0,1629719,Devontae,Cacok,Devontae Cacok,"Cacok, Devontae",D. Cacok,devontae-cacok,1996-10-08T00:00:00,North Carolina-Wilmington,USA,North Carolina-Wilmington/USA,6-7,240,2,17,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,davontae_cacok,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629719,Devontae Cacok,2020-21,2.0,0.1,1.6,0.114,12019,
0,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,"Caldwell-Pope, Kentavious",K. Caldwell-Pope,kentavious-caldwell-pope,1993-02-18T00:00:00,Georgia,USA,Georgia/USA,6-5,204,8,1,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,kentavious_caldwell-pope,2013,2021,N,Y,Y,2013,1,8,203484,Kentavious Caldwell-Pope,2021-22,7.7,1.0,2.3,0.043,12013,
0,1628427,Vlatko,Cancar,Vlatko Cancar,"Cancar, Vlatko",V. Cancar,vlatko-cancar,1997-04-10T00:00:00,San Pablo Burgos,Slovenia,San Pablo Burgos/Slovenia,6-8,236,2,31,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,vlatko_cancar,2019,2021,Y,Y,Y,2017,2,49,1628427,Vlatko Cancar,2020-21,2.1,0.3,1.2,0.069,12019,
0,203991,Clint,Capela,Clint Capela,"Capela, Clint",C. Capela,clint-capela,1994-05-18T00:00:00,Elan Chalon,Switzerland,Elan Chalon/Switzerland,6-10,256,7,15,Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,clint_capela,2014,2021,Y,Y,Y,2014,1,25,203991,Clint Capela,2021-22,8.7,0.3,11.7,0.132,22014,
0,201960,DeMarre,Carroll,DeMarre Carroll,"Carroll, DeMarre",D. Carroll,demarre-carroll,1986-07-27T00:00:00,Missouri,USA,Missouri/USA,6-6,215,11,9,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,demarre_carroll,2009,2019,Y,Y,Y,2009,1,27,201960,DeMarre Carroll,career,8.9,1.3,4.2,,12009,0.0
0,1628975,Jevon,Carter,Jevon Carter,"Carter, Jevon",J. Carter,jevon-carter,1995-09-14T00:00:00,West Virginia,USA,West Virginia/USA,6-1,200,3,0,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,jevon_carter,2018,2021,Y,Y,Y,2018,2,32,1628975,Jevon Carter,2021-22,1.5,1.0,2.0,-0.002,12018,
0,1713,Vince,Carter,Vince Carter,"Carter, Vince",V. Carter,vince-carter,1977-01-26T00:00:00,North Carolina,USA,North Carolina/USA,6-6,220,22,15,Guard-Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,vince_carter,1998,2019,N,Y,Y,1998,1,5,1713,Vince Carter,career,16.7,3.1,4.3,,11998,7.0
0,1628976,Wendell,Carter Jr.,Wendell Carter Jr.,"Carter Jr., Wendell",W. Carter Jr.,wendell-carter-jr,1999-04-16T00:00:00,Duke,USA,Duke/USA,6-10,270,3,34,Center-Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,wendell_carter_jr,2018,2021,N,Y,Y,2018,1,7,1628976,Wendell Carter Jr.,2021-22,10.8,1.8,9.3,0.152,12018,
0,203487,Michael,Carter-Williams,Michael Carter-Williams,"Carter-Williams, Michael",M. Carter-Williams,michael-carter-williams,1991-10-10T00:00:00,Syracuse,USA,Syracuse/USA,6-5,190,8,7,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,michael_carter-williams,2013,2021,N,Y,Y,2013,1,11,203487,Michael Carter-Williams,2020-21,8.8,4.2,4.5,0.064,12013,
0,1627936,Alex,Caruso,Alex Caruso,"Caruso, Alex",A. Caruso,alex-caruso,1994-02-28T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,186,4,6,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,alex_caruso,2017,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1627936,Alex Caruso,2021-22,8.0,3.0,2.0,0.09,12017,
0,1626161,Willie,Cauley-Stein,Willie Cauley-Stein,"Cauley-Stein, Willie",W. Cauley-Stein,willie-cauley-stein,1993-08-18T00:00:00,Kentucky,USA,Kentucky/USA,7-0,240,6,33,Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,willie_cauley-stein,2015,2021,N,Y,Y,2015,1,6,1626161,Willie Cauley-Stein,2021-22,0.7,0.0,2.7,0.09,12015,
0,2199,Tyson,Chandler,Tyson Chandler,"Chandler, Tyson",T. Chandler,tyson-chandler,1982-10-02T00:00:00,,USA,Dominguez HS (CA)/USA,7-0,235,19,19,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,tyson_chandler,2001,2019,N,Y,Y,2001,1,2,2199,Tyson Chandler,career,8.2,0.8,9.0,,12001,1.0
0,201163,Wilson,Chandler,Wilson Chandler,"Chandler, Wilson",W. Chandler,wilson-chandler,1987-05-10T00:00:00,DePaul,USA,DePaul/USA,6-8,235,12,21,Forward,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,wilson_chandler,2007,2019,N,Y,Y,2007,1,23,201163,Wilson Chandler,career,12.5,1.8,5.3,,12007,0.0
0,1629597,Zylan,Cheatham,Zylan Cheatham,"Cheatham, Zylan",Z. Cheatham,zylan-cheatham,1995-11-17T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220,1,45,Forward,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,zylan_cheatham,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629597,Zylan Cheatham,career,3.0,0.8,2.3,,12019,0.0
0,1629185,Chris,Chiozza,Chris Chiozza,"Chiozza, Chris",C. Chiozza,chris-chiozza,1995-11-21T00:00:00,Florida,USA,Florida/USA,5-11,175,3,2,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,chris_chiozza,2018,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629185,Chris Chiozza,2021-22,0.0,1.0,0.0,-0.095,12018,
0,1627737,Marquese,Chriss,Marquese Chriss,"Chriss, Marquese",M. Chriss,marquese-chriss,1997-07-02T00:00:00,Washington,USA,Washington/USA,6-9,240,5,,Forward,Inactive,Y,0,,,,,marquese_chriss,2016,2020,N,Y,Y,2016,1,8,1627737,Marquese Chriss,career,8.0,1.1,4.9,,12016,0.0
0,1629109,Gary,Clark,Gary Clark,"Clark, Gary",G. Clark,gary-clark,1994-11-16T00:00:00,Cincinnati,USA,Cincinnati/USA,6-6,225,3,12,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,gary_clark,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629109,Gary Clark,career,3.2,0.5,2.6,,12018,0.0
0,1629634,Brandon,Clarke,Brandon Clarke,"Clarke, Brandon",B. Clarke,brandon-clarke,1996-09-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,6-8,215,2,15,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,brandon_clarke,2019,2021,N,Y,Y,2019,1,21,1629634,Brandon Clarke,2021-22,4.3,1.3,4.3,0.08,12019,
0,203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,6-4,194,7,00,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,jordan_clarkson,2014,2021,Y,Y,Y,2014,2,46,203903,Jordan Clarkson,2021-22,17.3,1.3,3.0,0.107,12014,
0,1629651,Nic,Claxton,Nic Claxton,"Claxton, Nic",N. Claxton,nic-claxton,1999-04-17T00:00:00,Georgia,USA,Georgia/USA,6-11,215,2,33,Forward-Center,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,nicolas_claxton,2019,2021,Y,Y,Y,2019,2,31,1629651,Nic Claxton,2021-22,6.5,0.8,5.5,0.093,12019,
0,1629598,Chris,Clemons,Chris Clemons,"Clemons, Chris",C. Clemons,chris-clemons,1997-07-23T00:00:00,Campbell,USA,Campbell/USA,5-9,180,1,3,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,chris_clemons,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629598,Chris Clemons,career,4.9,0.8,0.9,,12019,0.0
0,1628499,Antonius,Cleveland,Antonius Cleveland,"Cleveland, Antonius",A. Cleveland,antonius-cleveland,1994-02-02T00:00:00,S.E. Missouri,USA,Southeast Missouri/USA,6-5,195,2,3,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,antonius_cleveland,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1628499,Antonius Cleveland,career,1.2,0.1,0.8,,12017,0.0
0,1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210,2,7,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,amir_coffey,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629599,Amir Coffey,2021-22,5.0,0.5,0.5,0.049,12019,
0,1628381,John,Collins,John Collins,"Collins, John",J. Collins,john-collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-9,226,4,20,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,john_collins,2017,2021,N,Y,Y,2017,1,19,1628381,John Collins,2021-22,14.7,2.0,9.3,0.152,12017,
0,1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,6-11,250,3,23,Forward-Center,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,zach_collins,2017,2021,N,Y,Y,2017,1,10,1628380,Zach Collins,2019-20,7.0,1.5,6.3,0.054,12017,
0,201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-1,175,14,11,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,mike_conley,2007,2021,N,Y,Y,2007,1,4,201144,Mike Conley,2021-22,14.0,4.0,1.3,0.106,12007,
0,1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,209,6,24,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,pat_connaughton,2015,2021,N,Y,Y,2015,2,41,1626192,Pat Connaughton,2021-22,13.8,2.0,5.3,0.112,12015,
0,1626188,Quinn,Cook,Quinn Cook,"Cook, Quinn",Q. Cook,quinn-cook,1993-03-23T00:00:00,Duke,USA,Duke/USA,6-1,180,5,,Guard,Inactive,Y,0,,,,,quinn_cook,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1626188,Quinn Cook,career,6.4,1.6,1.7,,12015,0.0
0,1629076,Tyler,Cook,Tyler Cook,"Cook, Tyler",T. Cook,tyler-cook,1997-09-23T00:00:00,Iowa,USA,Iowa/USA,6-8,255,2,25,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,tyler_cook,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629076,Tyler Cook,2020-21,4.9,0.5,3.0,0.088,12019,
0,202326,DeMarcus,Cousins,DeMarcus Cousins,"Cousins, DeMarcus",D. Cousins,demarcus-cousins,1990-08-13T00:00:00,Kentucky,USA,Kentucky/USA,6-10,270,10,15,Center,Inactive,N,1610612746,Clippers,LAC,clippers,LA,demarcus_cousins,2010,2020,N,Y,Y,2010,1,5,202326,DeMarcus Cousins,career,20.4,3.1,10.6,,12010,3.0
0,203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,robert-covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,209,8,33,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,robert_covington,2013,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,203496,Robert Covington,2021-22,4.7,0.3,5.3,0.043,12013,
0,203459,Allen,Crabbe,Allen Crabbe,"Crabbe, Allen",A. Crabbe,allen-crabbe,1992-04-09T00:00:00,California,USA,California/USA,6-5,212,6,,Guard-Forward,Inactive,N,0,,,,,allen_crabbe,2013,2019,Y,Y,Y,2013,2,31,203459,Allen Crabbe,career,9.1,1.1,2.8,,12013,0.0
0,1628470,Torrey,Craig,Torrey Craig,"Craig, Torrey",T. Craig,torrey-craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,6-7,221,4,13,Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,torrey_craig,2017,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1628470,Torrey Craig,2021-22,1.8,1.3,3.0,0.027,12017,
0,203109,Jae,Crowder,Jae Crowder,"Crowder, Jae",J. Crowder,jae-crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,6-6,235,9,99,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jae_crowder,2012,2021,Y,Y,Y,2012,2,34,203109,Jae Crowder,2021-22,7.3,1.0,6.0,0.051,12012,
0,1629633,Jarrett,Culver,Jarrett Culver,"Culver, Jarrett",J. Culver,jarrett-culver,1999-02-20T00:00:00,Texas Tech,USA,Texas Tech/USA,6-6,195,2,23,Guard-Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jarrett_culver,2019,2021,N,Y,Y,2019,1,6,1629633,Jarrett Culver,2020-21,5.3,0.7,3.1,0.057,12019,
0,203552,Seth,Curry,Seth Curry,"Curry, Seth",S. Curry,seth-curry,1990-08-23T00:00:00,Duke,USA,Duke/USA,6-2,185,7,31,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,seth_curry,2013,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,203552,Seth Curry,2021-22,16.3,1.5,2.8,0.105,12013,
0,201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,stephen-curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,6-2,185,12,30,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009,2021,N,Y,Y,2009,1,7,201939,Stephen Curry,2021-22,29.0,6.3,8.3,0.178,12009,
0,203584,Troy,Daniels,Troy Daniels,"Daniels, Troy",T. Daniels,troy-daniels,1991-07-15T00:00:00,Va Commonwealth,USA,Virginia Commonwealth/USA,6-4,200,7,30,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,troy_daniels,2013,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,203584,Troy Daniels,career,6.6,0.5,1.3,,22013,0.0
0,203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253,9,3,Forward-Center,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_davis,2012,2021,N,Y,Y,2012,1,1,203076,Anthony Davis,2021-22,28.0,2.8,12.5,0.159,12012,
0,202334,Ed,Davis,Ed Davis,"Davis, Ed",E. Davis,ed-davis,1989-06-05T00:00:00,North Carolina,USA,North Carolina/USA,6-9,218,11,17,Center-Forward,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ed_davis,2010,2021,Y,Y,Y,2010,1,13,202334,Ed Davis,2020-21,2.1,0.9,5.0,0.079,22010,
0,1629056,Terence,Davis,Terence Davis,"Davis, Terence",T. Davis,terence-davis,1997-05-16T00:00:00,Mississippi,USA,Mississippi/USA,6-4,201,2,3,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,terence_davis,2019,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,1629056,Terence Davis,2021-22,4.0,1.3,1.7,-0.019,12019,
0,201942,DeMar,DeRozan,DeMar DeRozan,"DeRozan, DeMar",D. DeRozan,demar-derozan,1989-08-07T00:00:00,Southern California,USA,Southern California/USA,6-6,220,12,11,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,demar_derozan,2009,2021,N,Y,Y,2009,1,9,201942,DeMar DeRozan,2021-22,22.5,4.5,5.8,0.14,12009,
0,203473,Dewayne,Dedmon,Dewayne Dedmon,"Dedmon, Dewayne",D. Dedmon,dewayne-dedmon,1989-08-12T00:00:00,Southern California,USA,Southern California/USA,7-0,245,8,21,Center,Active,Y,1610612748,Heat,MIA,heat,Miami,dewayne_dedmon,2013,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,203473,Dewayne Dedmon,2021-22,5.0,0.7,6.7,0.129,12013,
0,203521,Matthew,Dellavedova,Matthew Dellavedova,"Dellavedova, Matthew",M. Dellavedova,matthew-dellavedova,1990-09-08T00:00:00,St.Mary's College of California,Australia,St.Mary's College of California/Australia,6-3,200,8,18,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,matthew_dellavedova,2013,2020,N,Y,Y,Undrafted,Undrafted,Undrafted,203521,Matthew Dellavedova,career,5.5,3.7,1.8,,12013,0.0
0,1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203,3,0,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,donte_divincenzo,2018,2021,Y,Y,Y,2018,1,17,1628978,Donte DiVincenzo,2020-21,10.4,3.1,5.8,0.087,12018,
0,1627767,Cheick,Diallo,Cheick Diallo,"Diallo, Cheick",C. Diallo,cheick-diallo,1996-09-13T00:00:00,Kansas,Mali,Kansas/Mali,6-8,219,4,14,Forward-Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,cheick_diallo,2016,2019,Y,Y,Y,2016,2,33,1627767,Cheick Diallo,career,5.3,0.4,4.2,,12016,0.0
0,1628977,Hamidou,Diallo,Hamidou Diallo,"Diallo, Hamidou",H. Diallo,hamidou-diallo,1998-07-31T00:00:00,Kentucky,USA,Kentucky/USA,6-5,202,3,6,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,hamidou_diallo,2018,2021,Y,Y,Y,2018,2,45,1628977,Hamidou Diallo,2021-22,4.7,1.0,0.7,0.08,12018,
0,203476,Gorgui,Dieng,Gorgui Dieng,"Dieng, Gorgui",G. Dieng,gorgui-dieng,1990-01-18T00:00:00,Louisville,Senegal,Louisville/Senegal,6-10,248,8,10,Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,gorgui_dieng,2013,2021,N,Y,Y,2013,1,21,203476,Gorgui Dieng,2021-22,6.7,1.7,8.7,0.232,12013,
0,203915,Spencer,Dinwiddie,Spencer Dinwiddie,"Dinwiddie, Spencer",S. Dinwiddie,spencer-dinwiddie,1993-04-06T00:00:00,Colorado,USA,Colorado/USA,6-6,215,7,26,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,spencer_dinwiddie,2014,2021,Y,Y,Y,2014,2,38,203915,Spencer Dinwiddie,2021-22,19.0,7.0,5.0,0.17,12014,
0,1629029,Luka,Doncic,Luka Doncic,"Doncic, Luka",L. Doncic,luka-doncic,1999-02-28T00:00:00,Real Madrid,Slovenia,Real Madrid/Slovenia,6-7,230,3,77,Forward-Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,luka_don,2018,2021,N,Y,Y,2018,1,3,1629029,Luka Doncic,2021-22,23.7,8.7,11.3,0.176,12018,
0,1629652,Luguentz,Dort,Luguentz Dort,"Dort, Luguentz",L. Dort,luguentz-dort,1999-04-19T00:00:00,Arizona State,Canada,Arizona State/Canada,6-3,215,2,5,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,luguentz_dort,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629652,Luguentz Dort,2021-22,9.8,3.0,3.8,0.04,12019,
0,1628422,Damyean,Dotson,Damyean Dotson,"Dotson, Damyean",D. Dotson,damyean-dotson,1994-05-06T00:00:00,Houston,USA,Houston/USA,6-5,210,4,21,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,damyean_dotson,2017,2020,Y,Y,Y,2017,2,44,1628422,Damyean Dotson,career,7.5,1.5,2.5,,12017,0.0
0,1629635,Sekou,Doumbouya,Sekou Doumbouya,"Doumbouya, Sekou",S. Doumbouya,sekou-doumbouya,2000-12-23T00:00:00,Limoges,France,Limoges/France,6-8,230,2,45,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,sekou_doumbouya,2019,2021,Y,Y,Y,2019,1,15,1629635,Sekou Doumbouya,2020-21,5.1,0.8,2.6,0.045,12019,
0,1628408,P.J.,Dozier,P.J. Dozier,"Dozier, P.J.",P. Dozier,pj-dozier,1996-10-25T00:00:00,South Carolina,USA,South Carolina/USA,6-6,205,4,35,Guard-Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,pj_dozier,2017,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1628408,P.J. Dozier,2021-22,5.3,1.3,2.5,0.068,12017,
